Date,Workout Type,Exercise,Reps and Sets,Weight (Set 1),Reps (Set 1),Weight (Set 2),Reps (Set 2),Weight (Set 3),Reps (Set 3),Weight (Set 4),Reps (Set 4),Weight (Set 5),Reps (Set 5),Note
5/18/2023,Abs,Abs in the hottub,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
5/23/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
5/23/2023,-Superset-,,,,,,,,,,,,,
5/23/2023,KOT,Seated squat jumps,3x10,30.,10,30.,10,30.,10,,,,,explode whole time
5/23/2023,KOT,Slant board squats,3x20,45.,20,45.,20,45.,20,,,,,added 45
5/23/2023,-Superset-,,,,,,,,,,,,,
5/23/2023,KOT,Tib raises,4xFail,26.5,8,26.5,,26.5,,26.5,,,,12kg weight
5/23/2023,KOT,Calf raises,4xFail,135.,8,135.,,135.,,135.,,,,3 plates per side
5/23/2023,-Superset-,,,,,,,,,,,,,
5/23/2023,KOT,Sleds,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
5/31/2023,Heavy Legs and Shoulders,Pull ups,4xFail,,7,,8,,8,,7,,,pull/shoulder combo
5/31/2023,-Superset-,,,,,,,,,,,,,
5/31/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,45.,8,50.,,55.,,55.,,,,warm up +3x8
5/31/2023,Heavy Legs and Shoulders,Curls,4xFail,40.,8,40.,,40.,,40.,,,,
5/31/2023,-Superset-,,,,,,,,,,,,,
5/31/2023,Heavy Legs and Shoulders,T raises,3xFail,20.,8,20.,,20.,,,,,,hurt left shoulder a bit
5/31/2023,Heavy Legs and Shoulders,Pulling rows,4xFail + Drop,90.,8,90.,,90.,,90.,,,Dropset,
,,,,,,,,,,,,,,
6/9/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,55.,8,55.,,55.,,55.,,,,trying 55
6/9/2023,-Superset-,,,,,,,,,,,,,
6/9/2023,Heavy Legs and Shoulders,Squats,3xFail,225.,8,225.,8,225.,6,,,,,keep back straight
6/9/2023,Heavy Legs and Shoulders,Seated pistol squats,4 Sets,,5,,5,,5,,5,,,no weight
6/9/2023,-Superset-,,,,,,,,,,,,,
6/9/2023,Heavy Legs and Shoulders,T raises,3x8,25.,8,25.,8,25.,8,,,,,slow on down
6/9/2023,Heavy Legs and Shoulders,Leg curls,2x8 + Drop,105.,8,105.,8,,Dropset,,,,,
6/9/2023,Abs,Abs in the hottub,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
7/26/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
7/26/2023,-Superset-,,,,,,,,,,,,,
7/26/2023,KOT,Seated squat jumps,3x10,20.,10,20.,10,20.,10,,,,,haven't done in a month
7/26/2023,KOT,Slant board squats,3x20,45.,20,45.,20,45.,20,,,,,with 45
7/26/2023,-Superset-,,,,,,,,,,,,,
7/26/2023,KOT,KOT calf raises,3x15,,15,,15,,15,,,,,
7/26/2023,KOT,Seated Pistol squat jumps,3x8,,8,,8,,8,,,,,no weight
7/26/2023,KOT,Tib raises,3x10,,10,,10,,10,,,,,
7/26/2023,-Superset-,,,,,,,,,,,,,
7/26/2023,KOT,Sleds,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
8/14/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,55.,8,55.,,55.,,55.,,,,
8/14/2023,-Superset-,,,,,,,,,,,,,
8/14/2023,Heavy Legs and Shoulders,Squats,3xFail,225.,8,225.,8,225.,6,,,,,keep back straight
8/14/2023,Heavy Legs and Shoulders,Seated pistol squats,4 Sets,,5,,5,,5,,5,,,no weight
8/14/2023,-Superset-,,,,,,,,,,,,,
8/14/2023,Heavy Legs and Shoulders,T raises,3x8,25.,8,25.,8,25.,8,,,,,slow on down
8/14/2023,Heavy Legs and Shoulders,Leg curls,2x8 + Drop,105.,8,105.,8,,Dropset,,,,,
,,,,,,,,,,,,,,
8/21/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,55.,8,55.,,55.,,55.,,,,
8/21/2023,-Superset-,,,,,,,,,,,,,
8/21/2023,Heavy Legs and Shoulders,Squats,3xFail,225.,8,225.,8,225.,6,,,,,try 235 next week
8/21/2023,Heavy Legs and Shoulders,Seated pistol jumps,4 Sets,,5,,5,,5,,5,,,no weight
8/21/2023,-Superset-,,,,,,,,,,,,,
8/21/2023,Heavy Legs and Shoulders,T raises,3x8,25.,8,25.,8,25.,8,,,,,
8/21/2023,Heavy Legs and Shoulders,Leg curls,2x8 + Drop,105.,8,105.,8,,Dropset,,,,,
,,,,,,,,,,,,,,
8/30/2023,Heavy Legs and Shoulders,Squats,4xFail,235.,,235.,,235.,,235.,,,,quick sets
8/30/2023,-Superset-,,,,,,,,,,,,,
8/30/2023,Heavy Legs and Shoulders,Bb shoulder press,1 Set,,,,,,,,,,,try 90-110
,,,,,,,,,,,,,,
9/5/2023,Heavy Legs and Shoulders,Squat,4xFail,225.,,235.,,,,,,,,
9/5/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,45.,,50.,,,,,,,,
9/5/2023,Heavy Legs and Shoulders,Calf raises,4x8,135.,8,135.,8,135.,8,135.,8,,,3 plates each side
9/5/2023,Heavy Legs and Shoulders,T raises,4xFail,15.,,20.,,,,,,,,front lateral combo
,,,,,,,,,,,,,,
11/13/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
11/13/2023,-Superset-,,,,,,,,,,,,,
11/13/2023,KOT,Seated squat jumps,3x10,20.,10,20.,10,20.,10,,,,,
11/13/2023,KOT,Slant board squats,3x20,45.,20,45.,20,45.,20,,,,,with 45
11/13/2023,-Superset-,,,,,,,,,,,,,
11/13/2023,KOT,KOT calf raises,3x15,,15,,15,,15,,,,,
11/13/2023,KOT,Seated Pistol squat jumps,3x8,,8,,8,,8,,,,,no weight
11/13/2023,KOT,Tib raises,3x10,,10,,10,,10,,,,,
11/13/2023,-Superset-,,,,,,,,,,,,,
11/13/2023,KOT,Sleds,1 Set,,,,,,,,,,,
11/13/2023,Heavy Legs and Shoulders,Bb press,4 Sets,50.,15,50.,12,50.,10,50.,8,,Dropset,shoulders light light
11/13/2023,Heavy Legs and Shoulders,LVTs,4 Sets,15.,,15.,,15.,,15.,,,,
,,,,,,,,,,,,,,
12/4/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
12/4/2023,-Superset-,,,,,,,,,,,,,
12/4/2023,KOT,Seated squat jumps,3x10,20.,10,20.,10,20.,10,,,,,
12/4/2023,KOT,Slant board squats,3x20,45.,20,45.,20,45.,20,,,,,with 45
12/4/2023,-Superset-,,,,,,,,,,,,,
12/4/2023,KOT,KOT calf raises,3x15,,15,,15,,15,,,,,
12/4/2023,KOT,Tib raises,3x10,26.5,10,26.5,10,26.5,10,,,,,12kg weight
12/4/2023,-Superset-,,,,,,,,,,,,,
12/4/2023,KOT,Sleds,1 Set,90.,,,,,,,,,,2 plates; go 3 next
12/4/2023,Heavy Legs and Shoulders,Bb press,4 Sets,50.,15,50.,12,50.,10,50.,8,,Dropset,shoulders light light
12/4/2023,Heavy Legs and Shoulders,LVTs,4 Sets,15.,,15.,,15.,,15.,,,,
,,,,,,,,,,,,,,
1/30/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,55.,8,55.,,55.,,,,,,shoulders kill
1/30/2024,-Superset-,,,,,,,,,,,,,
1/30/2024,Heavy Legs and Shoulders,6-8 sec hold squat,3 Sets,135.,5,155.,5,165.,5,,,,,
1/30/2024,Heavy Legs and Shoulders,Seated pistol jumps,5x3,,3,,3,,3,,3,,3,no weight
1/30/2024,-Superset-,,,,,,,,,,,,,
1/30/2024,Heavy Legs and Shoulders,T raises,3x8,25.,8,25.,8,25.,8,,,,,slow on down
1/30/2024,Heavy Legs and Shoulders,Leg curls,2x10 + Drop,40.,10,40.,10,,Dropset,,,,,single leg
,,,,,,,,,,,,,,
2/3/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,55.,8,55.,,55.,,,,,,shoulders kill
2/3/2024,-Superset-,,,,,,,,,,,,,
2/3/2024,Heavy Legs and Shoulders,6-8 sec hold squat,3 Sets,165.,5,180.,5,185.,5,,,,,
2/3/2024,Heavy Legs and Shoulders,Seated pistol jumps,5x3,,3,,3,,3,,3,,3,no weight
2/3/2024,-Superset-,,,,,,,,,,,,,
2/3/2024,Heavy Legs and Shoulders,Sleds/T raises,3x8,25.,8,25.,8,25.,8,,,,,
2/3/2024,Heavy Legs and Shoulders,Calf raises,3x8,135.,8,135.,8,135.,8,,,,,3 plates each side
2/3/2024,Heavy Legs and Shoulders,Leg curls,2x10 + Drop,40.,10,40.,10,,Dropset,,,,,single leg
,,,,,,,,,,,,,,
2/7/2024,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
2/7/2024,-Superset-,,,,,,,,,,,,,
2/7/2024,KOT,Seated squat jumps,3x10,20.,10,20.,10,20.,10,,,,,
2/7/2024,KOT,Slant board squats,3x20,45.,20,45.,20,45.,20,,,,,with 45
2/7/2024,-Superset-,,,,,,,,,,,,,
2/7/2024,KOT,KOT calf raises,3x15,,15,,15,,15,,,,,
2/7/2024,KOT,Tib raises,3x10,26.5,10,26.5,10,26.5,10,,,,,12kg
2/7/2024,-Superset-,,,,,,,,,,,,,
2/7/2024,KOT,Sleds,1 Set,90.,,,,,,,,,,2 plates
,,,,,,,,,,,,,,
2/13/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,35.,8,35.,,35.,,,,,,shoulder pain
2/13/2024,-Superset-,,,,,,,,,,,,,
2/13/2024,Heavy Legs and Shoulders,6-8 sec hold squat,3 Sets,185.,5,185.,5,185.,5,,,,,
2/13/2024,Heavy Legs and Shoulders,Seated pistol jumps,5x3,,3,,3,,3,,3,,3,no weight
2/13/2024,-Superset-,,,,,,,,,,,,,
2/13/2024,Heavy Legs and Shoulders,Sleds/T raises,3x8,25.,8,25.,8,25.,8,,,,,
2/13/2024,Heavy Legs and Shoulders,Leg curls,2x10 + Drop,100.,10,100.,10,,Dropset,,,,,single leg
,,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,35.,8,35.,,35.,,,,,,
3/13/2024,-Superset-,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,6-8 sec hold squat,3 Sets,185.,5,185.,5,185.,5,,,,,
3/13/2024,Heavy Legs and Shoulders,Seated pistol jumps,5x3,,3,,3,,3,,3,,3,no weight
3/13/2024,-Superset-,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,Db front lateral raise,3x15 + Drop,15.,15,15.,15,15.,15,,Dropset,,,
3/13/2024,Heavy Legs and Shoulders,Leg curls,2x10 + Drop,100.,10,100.,10,,Dropset,,,,,single leg
,,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,35.,8,35.,,35.,,,,,,trying to get to 55
3/13/2024,-Superset-,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,6-8 sec hold squat,3 Sets,195.,5,195.,5,195.,5,,,,,
3/13/2024,Heavy Legs and Shoulders,Seated pistol jumps,5x3,,3,,3,,3,,3,,3,no weight
3/13/2024,-Superset-,,,,,,,,,,,,,
3/13/2024,Heavy Legs and Shoulders,Db front lateral raise,3x15 + Drop,15.,15,15.,15,15.,15,,Dropset,,,
3/13/2024,Heavy Legs and Shoulders,Leg curls,2x10 + Drop,100.,10,100.,10,,Dropset,,,,,single leg
,,,,,,,,,,,,,,
4/10/2024,Heavy Legs and Shoulders,Mid pause db press,3xFail,45.,8,45.,,45.,,,,,,
4/10/2024,-Superset-,,,,,,,,,,,,,
4/10/2024,Heavy Legs and Shoulders,Squats,3x8,205.,8,205.,8,205.,8,,,,,
4/10/2024,Heavy Legs and Shoulders,LVTs,3x15 + Drop,15.,15,15.,15,15.,15,,Dropset,,,perfect
4/10/2024,-Superset-,,,,,,,,,,,,,
4/10/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
4/10/2024,Heavy Legs and Shoulders,(Note),,,,,,,,,,,,KOT next; sore knees
,,,,,,,,,,,,,,
6/4/2024,Heavy Legs and Shoulders,Mid pause db press,4xFail,45.,,45.,,45.,,45.,,,,hard as fuck
6/4/2024,Heavy Legs and Shoulders,Shrugs,4xFail,90.,,90.,,90.,,90.,,,,
6/4/2024,Heavy Legs and Shoulders,LVTs,3x15,15.,15,15.,15,15.,15,,,,,
,,,,,,,,,,,,,,
6/8/2024,Heavy Legs and Shoulders,Squats,3x8,225.,8,225.,8,225.,8,,,,,trying 225
6/8/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
6/8/2024,Heavy Legs and Shoulders,KOT calf raises,3x15,,15,,15,,15,,,,,
,,,,,,,,,,,,,,
6/12/2024,Heavy Legs and Shoulders,Squats,3x8,225.,8,225.,7,225.,6,,,,,
6/12/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
6/12/2024,Heavy Legs and Shoulders,KOT calf raises,3x15,,15,,15,,15,,,,,
6/12/2024,Heavy Legs and Shoulders,(Note),,,,,,,,,,,,KOT next; sore knees
,,,,,,,,,,,,,,
7/9/2024,Heavy Legs and Shoulders,Squats,3x8,225.,8,225.,7,225.,6,,,,,
7/9/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
7/9/2024,Heavy Legs and Shoulders,KOT calf raises,3x15,,15,,15,,15,,,,,
,,,,,,,,,,,,,,
10/8/2024,Heavy Legs and Shoulders,Squats,3x8,225.,8,225.,6,225.,6,,,,,2 warm ups
10/8/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
10/8/2024,Heavy Legs and Shoulders,KOT calf raises,3x15,,15,,15,,15,,,,,
,,,,,,,,,,,,,,
10/14/2024,Heavy Legs and Shoulders,Squats,3x8,225.,8,225.,6,225.,6,,,,,2 warm ups
10/14/2024,Heavy Legs and Shoulders,Leg extension,3x10,140.,10,140.,10,140.,10,,,,,hard af
10/14/2024,Heavy Legs and Shoulders,KOT calf raises,3x15,,15,,15,,15,,,,,
,,,,,,,,,,,,,,
10/21/2024,Heavy Legs and Shoulders,Squats,3xFail,235.,6,235.,5,,,,,,,trying 235
10/21/2024,Heavy Legs and Shoulders,Leg extension,3xFail + Drop,140.,,140.,,140.,,,Dropset,,,145 next time
10/21/2024,Heavy Legs and Shoulders,Leg curls,1 Set,100.,,,,,,,,,,
,,,,,,,,,,,,,,
10/26/2024,Heavy Legs and Shoulders,LVTs,1 Set,10.,,15.,,,,,,,,light shoulders
10/26/2024,Heavy Legs and Shoulders,(Note),,,,,,,,,,,,KOT next; sore knees
,,,,,,,,,,,,,,
12/4/2024,Heavy Legs and Shoulders,Squats,3xFail,235.,,235.,,235.,,,,,,
12/4/2024,Heavy Legs and Shoulders,Db shoulder press,3xFail,40.,,40.,,40.,,,,,,
12/4/2024,Heavy Legs and Shoulders,Leg extension,3xFail + Drop,140.,,140.,,140.,,,Dropset,,,go 145 next
12/4/2024,-Superset-,,,,,,,,,,,,,
12/4/2024,Heavy Legs and Shoulders,Shrugs,1 Set,,,,,,,,,,,
12/4/2024,Heavy Legs and Shoulders,Leg curls,1 Set,100.,,,,,,,,,,
12/4/2024,-Superset-,,,,,,,,,,,,,
12/4/2024,Heavy Legs and Shoulders,LVTs,1 Set,10.,,15.,,,,,,,,
,,,,,,,,,,,,,,
12/19/2024,Heavy Legs and Shoulders,Squats,3xFail,245.,,245.,,245.,,,,,,stay controlled
12/19/2024,Heavy Legs and Shoulders,Db shoulder press,3xFail,40.,,45.,,45.,,,,,,
12/19/2024,Heavy Legs and Shoulders,Leg extension,3xFail + Drop,140.,,140.,,140.,,,Dropset,,,go 145 next
12/19/2024,-Superset-,,,,,,,,,,,,,
12/19/2024,Heavy Legs and Shoulders,Shrugs,3xFail,90.,,90.,,90.,,,,,,
12/19/2024,Heavy Legs and Shoulders,Leg curls,1 Set,100.,,,,,,,,,,
12/19/2024,-Superset-,,,,,,,,,,,,,
12/19/2024,Heavy Legs and Shoulders,LVTs,1 Set,15.,,20.,,,,,,,,
,,,,,,,,,,,,,,
12/31/2024,KOT,St louis,3xFail,Bodyweight,,,,,,,,,,quick version
12/31/2024,KOT,Slanted squats,3xFail,135.,10,135.,20,135.,,,,,,
12/31/2024,KOT,Decline push-ups,1 Set,,,,,,,,,,,waiting for ab bench
12/31/2024,Abs,Sit ups and Russian twists,3xFail,30.,,30.,,30.,,,,,,
,,,,,,,,,,,,,,
1/2/2025,Heavy Legs and Shoulders,Slantboard squats,4xFail,135.,,135.,,135.,,135.,,,,go 165 next
1/2/2025,Heavy Legs and Shoulders,Leg extension machine,4xFail,110.,,120.,,,,,,,,
1/2/2025,Heavy Legs and Shoulders,Calf press machine,4xFail,100.,,210.,,210.,,210.,,,,
1/2/2025,Abs,Ab bench + twists,1 Set,20.,,,,,,,,,,
1/2/2025,-Superset-,,,,,,,,,,,,,
1/2/2025,Heavy Legs and Shoulders,Wall sits,1 Set,,60s,,,,,,,,,
,,,,,,,,,,,,,,
1/27/2025,Heavy Legs and Shoulders,Running,1 Set,,2mi,,,,,,,,,6:49 mile x2
1/27/2025,Heavy Legs and Shoulders,Stair stepper,1 Set,,5m,,,,,,,,,
,,,,,,,,,,,,,,
1/30/2025,Heavy Legs and Shoulders,Squats,3xFail,245.,,245.,,245.,,,,,,
1/30/2025,Heavy Legs and Shoulders,Db shoulder press,3xFail,45.,,30.,15,30.,15,30.,15,,,
1/30/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,90.,,90.,,90.,,,,,,hard af
1/30/2025,-Superset-,,,,,,,,,,,,,
1/30/2025,Heavy Legs and Shoulders,Shrugs,3xFail,90.,,90.,,90.,,,,,,
1/30/2025,Heavy Legs and Shoulders,Leg extension,1 Set,140.,,145.,,,,,,,,
1/30/2025,-Superset-,,,,,,,,,,,,,
1/30/2025,Heavy Legs and Shoulders,LVTs,1 Set,15.,,20.,,,,,,,,
,,,,,,,,,,,,,,
2/11/2025,Heavy Legs and Shoulders,Db shoulder press,4xFail,45.,,45.,,45.,,45.,,,,
2/11/2025,Heavy Legs and Shoulders,Shrugs,3x8,90.,8,90.,8,90.,8,,,,,
2/11/2025,Heavy Legs and Shoulders,Lateral raise machine,4xFail,70.,,80.,,,,,,,,
,,,,,,,,,,,,,,
2/20/2025,Heavy Legs and Shoulders,Front squats,1 Set,135.,,,,,,,,,,left knee weird
2/20/2025,-Superset-,,,,,,,,,,,,,
2/20/2025,Heavy Legs and Shoulders,Standing Db shoulder press,3xFail,20.,,30.,,,,,,,,
2/20/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,90.,,90.,,90.,,,,,,
2/20/2025,-Superset-,,,,,,,,,,,,,
2/20/2025,Heavy Legs and Shoulders,LVTS,1 Set,20.,,,,,,,,,,
2/20/2025,Heavy Legs and Shoulders,Shrugs,1 Set,90.,,,,,,,,,,
,,,,,,,,,,,,,,
2/28/2025,Heavy Legs and Shoulders,Forward shoulder raise then T,3x8,15.,8,15.,8,,,,,,,
2/28/2025,Heavy Legs and Shoulders,Overhead press machine,3xFail,100.,,100.,,100.,,,,,,perfect
2/28/2025,Heavy Legs and Shoulders,Lateral side raise machine,3xFail,80.,,80.,,80.,,,,,,
2/28/2025,Heavy Legs and Shoulders,Shrugs,1 Set,95.,,,,,,,,,,
,,,,,,,,,,,,,,
3/2/2025,KOT,Knees over toes,,,,,,,,,,,,
3/2/2025,Abs,Abs,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
3/7/2025,Heavy Legs and Shoulders,Hangs,1 Set,,,,,,,,,,,
3/7/2025,Heavy Legs and Shoulders,Overhead pull downs,1 Set,85.,,,,,,,,,,10 sec hold
3/7/2025,Heavy Legs and Shoulders,Forward shoulder raise then T,3x8,15.,8,15.,8,,,,,,,
3/7/2025,Heavy Legs and Shoulders,Overhead db press,3xFail,35.,,40.,,,,,,,,shoulder clicking
3/7/2025,Heavy Legs and Shoulders,Lateral side raise machine,3xFail,80.,,80.,,80.,,,,,,
3/7/2025,Heavy Legs and Shoulders,Shrugs,1 Set,95.,,,,,,,,,,
,,,,,,,,,,,,,,
3/8/2025,KOT,Knees over toes,,,,,,,,,,,,
3/8/2025,Abs,Abs,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
3/11/2025,Heavy Legs and Shoulders,Squats,3xFail,245.,1,225.,,225.,,,,,,
3/11/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,105.,,105.,,105.,,,,,,perfect
3/11/2025,Heavy Legs and Shoulders,Leg extension,1 Set,140.,,145.,,,,,,,,
,,,,,,,,,,,,,,
3/25/2025,Heavy Legs and Shoulders,Squats,3xFail,245.,,245.,,245.,,,,,,
3/25/2025,Heavy Legs and Shoulders,Leg curl machine,1 Set,,,,,,,,,,,
3/25/2025,-super-,,,,,,,,,,,,,
3/25/2025,Heavy Legs and Shoulders,Forward shoulder raise then T,3x8,15.,8,15.,8,,,,,,,
3/25/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,110.,,110.,,110.,,,,,,perfect!
3/25/2025,-super-,,,,,,,,,,,,,
3/25/2025,Heavy Legs and Shoulders,LVTS,1 Set,12.5,,15.,,,,,,,,
3/25/2025,Abs,Abs,1 Set,,,,,,,,,,,ended early
,,,,,,,,,,,,,,
3/26/2025,Heavy Legs and Shoulders,Hangs,1 Set,,,,,,,,,,,
3/26/2025,Heavy Legs and Shoulders,Overhead pull downs,1 Set,85.,,,,,,,,,,10 sec hold
3/26/2025,Heavy Legs and Shoulders,Forward shoulder raise then T,3x8,15.,8,15.,8,,,,,,,
3/26/2025,Heavy Legs and Shoulders,Overhead db press,3xFail,35.,,40.,,45.,,,,,,go up 5 next week
3/26/2025,Heavy Legs and Shoulders,Lateral side raise machine,3xFail,80.,,80.,,80.,,,,,,
3/26/2025,Heavy Legs and Shoulders,Shrugs,1 Set,95.,,,,,,,,,,
,,,,,,,,,,,,,,
4/10/2025,Heavy Legs and Shoulders,(Notes: April 10 shoulders),,,,,,,,,,,,
,,,,,,,,,,,,,,
4/12/2025,Heavy Legs and Shoulders,Squats,1 Set,,,,,,,,,,,
10/26/2025,Heavy Legs and Shoulders,LVTs,1 Set,10.,,15.,,,,,,,,
,,,,,,,,,,,,,,
11/6/2025,Heavy Legs and Shoulders,Squats,3xFail,245.,,135.,,135.,,,,,,been a whole
11/6/2025,-super-,,,,,,,,,,,,,
11/6/2025,Heavy Legs and Shoulders,Forward shoulder raise then T,3x8,15.,8,15.,8,,,,,,,
11/6/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,110.,,110.,,110.,,,,,,perfect!
11/6/2025,-super-,,,,,,,,,,,,,
11/6/2025,Heavy Legs and Shoulders,LVTS,1 Set,12.5,,15.,,,,,,,,
11/6/2025,Abs,Abs,1 Set,,,,,,,,,,,ended early
,,,,,,,,,,,,,,
11/13/2025,KOT,Marty St. Louis,2xFail,,,,,,,,,,,doing 2s instead of 3s
11/13/2025,KOT,Slant board squats,3xFail,25.,20,25.,15,25.,,,,,,25s per side; 35 next
11/13/2025,KOT,KOT calf raises,3x20,,20,,20,,20,,,,,
11/13/2025,KOT,Tib raises,3x10,,10,,10,,10,,,,,
11/13/2025,KOT,Sleds,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
11/24/2025,Heavy Legs and Shoulders,Squats,3xFail,245.,,205.,,205.,,,,,,prime 245
11/24/2025,-super-,,,,,,,,,,,,,
11/24/2025,Heavy Legs and Shoulders,Forward shoulder press,4xFail,35.,,35.,,35.,,35.,,,,2 warm ups then 2xfail
11/24/2025,Heavy Legs and Shoulders,LVT,3x8,15.,8,15.,8,,,,,,,did 2
11/24/2025,-super-,,,,,,,,,,,,,
11/24/2025,Heavy Legs and Shoulders,Hammy curl machine,3xFail,110.,,110.,,110.,,,,,,perfect!
11/24/2025,Abs,Abs,1 Set,,,,,,,,,,,ended early
,,,,,,,,,,,,,,
12/3/2025,KOT,Marty St. Louis,3xFail,,,,,,,,,,,
12/3/2025,KOT,Tib raises,3xFail,20.,12,20.,,20.,,,,,,too easy; go 25
12/3/2025,KOT,Slant board squats,1 Set,25.,,,,,,,,,,skipped for Emme
12/3/2025,KOT,KOT calf raises,3x20,,20,,20,,20,,,,,
12/3/2025,KOT,Sleds,1 Set,,,,,,,,,,,skipped for stair stepper
,,,,,,,,,,,,,,
12/7/2025,Heavy Legs and Shoulders,Squats,3xFail,235.,6,,,,,,,,,Evan's shoulders hurt
12/7/2025,Heavy Legs and Shoulders,Calf raise machine,3xFail,210.,,190.,,,,,,,,
12/7/2025,Heavy Legs and Shoulders,Prone leg curl,3xFail,110.,,110.,,110.,,,,,,go 115 next
,,,,,,,,,,,,,,
12/18/2025,KOT,Marty St. Louis,3xFail,,,,,,,,,,,
12/18/2025,KOT,Tib raises,3xFail,20.,12,20.,,20.,,,,,,skipped; no towel
12/18/2025,KOT,Slant board squats,3xFail,35.,20,35.,15,35.,,,,,,try 40 next
12/18/2025,-super-,,,,,,,,,,,,,
12/18/2025,KOT,Standing shoulder oress,3xFail,30.,,30.,,30.,,,,,,go 35 next
12/18/2025,KOT,KOT calf raises,3x20,,20,,20,,20,,,,,
12/18/2025,-super-,,,,,,,,,,,,,
12/18/2025,KOT,Forward shoulder raise,3xFail + Drop,20.,,20.,,20.,,,Dropset,,,side ways when tired
12/18/2025,Abs,Abs,1 Set,,,,,,,,,,,skipped sleds for abs
12/18/2025,-super-,,,,,,,,,,,,,
12/18/2025,Heavy Legs and Shoulders,Shrugs,3xFail,85.,,85.,,85.,,,,,,
,,,,,,,,,,,,,,
12/29/2025,Heavy Legs and Shoulders,Squat,4xFail,225.,,225.,,225.,,225.,,,,no spotter
12/29/2025,-super-,,,,,,,,,,,,,
12/29/2025,Heavy Legs and Shoulders,Standing db shoulder press,3xFail,35.,,35.,,35.,,,,,,
12/29/2025,Heavy Legs and Shoulders,Prone leg curl,3xFail,115.,,115.,,115.,,,,,,
12/29/2025,-super-,,,,,,,,,,,,,
12/29/2025,Heavy Legs and Shoulders,T raises,3xFail,20.,,20.,,20.,,,,,,
12/29/2025,Heavy Legs and Shoulders,Leg extension machine,3xFail,110.,,130.,,130.,,,,,,
12/29/2025,-super-,,,,,,,,,,,,,
12/29/2025,Heavy Legs and Shoulders,Db Front raises,3xFail,20.,,20.,,20.,,,,,,
,,,,,,,,,,,,,,
1/2/2026,KOT,Marty St. Louis,3xFail,,,,,,,,,,,skipped; no partner
1/2/2026,KOT,Tib raises,3xFail,20.,12,20.,,20.,,,,,,skipped; no towel
1/2/2026,KOT,Slant board squats,3xFail,135.,20,135.,15,135.,,,,,,
1/2/2026,-super-,,,,,,,,,,,,,
1/2/2026,KOT,Standing shoulder oress,3xFail,35.,,35.,,35.,,,,,,
1/2/2026,KOT,KOT calf raises,3x20,,20,,20,,20,,,,,
1/2/2026,-super-,,,,,,,,,,,,,
1/2/2026,KOT,Forward shoulder raise,3xFail + Drop,20.,,20.,,20.,,,Dropset,,,
1/2/2026,Abs,Abs,1 Set,,,,,,,,,,,skipped sleds
1/2/2026,-super-,,,,,,,,,,,,,
1/2/2026,Heavy Legs and Shoulders,Shrugs,3xFail,85.,,85.,,85.,,,,,,
,,,,,,,,,,,,,,
1/7/2026,Heavy Legs and Shoulders,Squat,4xFail,225.,,225.,,225.,,225.,,,,no spotter
1/7/2026,Heavy Legs and Shoulders,Standing db shoulder press,3xFail,35.,,35.,,35.,,,,,,go 40 next
1/7/2026,Heavy Legs and Shoulders,Prone leg curl,3xFail,115.,,115.,,115.,,,,,,
